"worksheet","source_row","source_pair","field_name","field_type","acrobat_field_type","field_group","description","is_duplicate","occurrences"
"שדות","317","2","txtProximityToTheInsured","text","Text Field","insurance","קרבה למבוטח","False","1"
"שדות","915","2","txtRiskInsuranceType","text","Text Field","insurance","סוג של ביטוח סיכון","True","2"
"שדות","916","2","txtRiskInsuranceType","text","Text Field","insurance","היקף ההוצאה","True","2"
"שדות","268","2","txtStartInsurance_m","text","Text Field","insurance","תאריך התחלת הביטוח_חודש","False","1"
"שדות","269","2","txtStartInsurance_y","text","Text Field","insurance","תאריך התחלת הביטוח_שנה","False","1"
"שדות","171","2","txtWhyPolicyInIsrael","text","Text Field","insurance","מדוע מבקש להפיק פוליסה בישראל","False","1"
"שדות","301","1","chkAcceptMaslul_","checkbox","Check Box","investment_or_pension","מסלול מקבל","False","1"
"שדות","552","1","chkApMaslul","checkbox","Check Box","investment_or_pension","ע""פ המסלולים","False","1"
"שדות","802","2","chkAttractionHishtalmut","checkbox","Check Box","investment_or_pension","משיכה כספים מקרן השתלמות","False","1"
"שדות","803","2","chkAttractionPizuim","checkbox","Check Box","investment_or_pension","משיכה כספים מפיצויים","False","1"
"שדות","818","2","chkAttractionTagmulimNotFinish","checkbox","Check Box","investment_or_pension","משיכת כספי תגמולים ללא סיום העסקה","False","1"
"שדות","242","2","chkBituahPensiyoni","checkbox","Check Box","investment_or_pension","ביטוח פנסיוני / ביטוח מנהלים","False","1"
"שדות","358","1","chkCompensationMoney","checkbox","Check Box","investment_or_pension","משיכת כספי פיצויים","False","1"
"שדות","817","2","chkFamilyMedicalExpenses","checkbox","Check Box","investment_or_pension","יש הוצאות רפואיות לי או לאחד מקרובי המשפחה","False","1"
"שדות","729","1","chkFundsWithdrawalKupaGemel","checkbox","Check Box","investment_or_pension","משיכת כספים מקופת גמל","False","1"
"שדות","825","2","chkFundsWithdrawalTagmulimAndPizuim","checkbox","Check Box","investment_or_pension","משיכת כספי פיצויים ותגמולים לקצבה","False","1"
"שדות","786","2","chkFundsWithdrawalTagmulimAzmai","checkbox","Check Box","investment_or_pension","משיכת כספי תגמולים(עצמאי)","False","1"
"שדות","787","2","chkFundsWithdrawalTagmulimEmployed","checkbox","Check Box","investment_or_pension","משיכת כספי תגמולים(שכיר)","False","1"
"שדות","249","1","chkGemel","checkbox","Check Box","investment_or_pension","גמל","False","1"
"שדות","254","1","chkGemelAshkaa","checkbox","Check Box","investment_or_pension","גמל להשקעה","False","1"
"שדות","113","2","chkGemelEshitLepizuimKupatBituah","checkbox","Check Box","investment_or_pension","קופת גמל אישית לפיצויים שהיא קופת ביטוח","False","1"
"שדות","112","2","chkGemelEshitLepizuimLoKupatBituah","checkbox","Check Box","investment_or_pension","קופת גמל אישית לפיצויים שאינה קופת ביטוח","False","1"
"שדות","251","1","chkGemelKod","checkbox","Check Box","investment_or_pension","קוד גמל","False","1"
"שדות","111","2","chkGemelTamlugimKupatBituah","checkbox","Check Box","investment_or_pension","קופת גמל לתגמולים שהיא קופת ביטוח","False","1"
"שדות","110","2","chkGemelTamlugimLoKupatBituah","checkbox","Check Box","investment_or_pension","קופת גמל לתגמולים שאינה קופת ביטוח","False","1"
"שדות","780","2","chkHazharaPartialAttractionHishtalmut","checkbox","Check Box","investment_or_pension","משיכה חלקית מקרן השתלמות ברירת מחדל","False","1"
"שדות","781","2","chkHazharaPartialAttractionHishtalmutSaving","checkbox","Check Box","investment_or_pension","משיכה חלקית מקרן השתלמות מרכיבי חסכון","False","1"
"שדות","782","2","chkHazharaPartialAttractionSeniorityHishtalmutNazil","checkbox","Check Box","investment_or_pension","משיכה כספים מחשבון על סמך וותק בקרן השתלמות נזילה","False","1"
"שדות","250","1","chkHishtalmut","checkbox","Check Box","investment_or_pension","השתלמות","False","1"
"שדות","252","1","chkHishtalmutKod","checkbox","Check Box","investment_or_pension","קוד השתלמות","False","1"
"שדות","117","2","chkKupatGemelEshitDmeyMahala","checkbox","Check Box","investment_or_pension","קופת גמל אישית לדמי מחלה","False","1"
"שדות","127","2","chkKupatGemelLahisahon","checkbox","Check Box","investment_or_pension","קופת גמל לחיסכון","False","1"
"שדות","126","2","chkKupatGemelLakitzvaKupatGemelBituah","checkbox","Check Box","investment_or_pension","קופת גמל לקצבה שהיא קופת ביטוח","False","1"
"שדות","118","2","chkKupatGemelMerkazitDmeyMahala","checkbox","Check Box","investment_or_pension","קופת גמל מרכזית לדמי מחלה","False","1"
"שדות","116","2","chkKupatGemelMerkazitLapizuim","checkbox","Check Box","investment_or_pension","קופת גמל מרכזית לפיצויים","False","1"
"שדות","933","1","chkKupatHolimMember_No","checkbox","Check Box","investment_or_pension","לא חבר בקופת חולים","False","1"
"שדות","932","1","chkKupatHolimMember_Yes","checkbox","Check Box","investment_or_pension","חבר קופת חולים","False","1"
"שדות","142","2","chkKupaTypeGemel","checkbox","Check Box","investment_or_pension","קופת גמל","False","1"
"שדות","139","2","chkKupaTypeGemelHashkaa","checkbox","Check Box","investment_or_pension","קופת גמל להשקעה","False","1"
"שדות","216","2","chkKupaTypeGemelHisachonKolYeled","checkbox","Check Box","investment_or_pension","קופת גמל  חסכון לכל ילד","False","1"
"שדות","114","2","chkKupaTypeIshtalmut","checkbox","Check Box","investment_or_pension","קרן השתלמות","False","1"
"שדות","240","2","chkKupaTypePensya","checkbox","Check Box","investment_or_pension","קרן פנסיה","False","1"
"שדות","502","1","chkMaslul_","checkbox","Check Box","investment_or_pension","","False","1"
"שדות","440","1","chkMaslulHafkda","checkbox","Check Box","investment_or_pension","שינוי מסלול השקעה בהפקדות","False","1"
"שדות","439","1","chkMaslulMichtaber","checkbox","Check Box","investment_or_pension","שינוי מסלול השקעה בצבירה","False","1"
"שדות","964","1","chkMaslulPizuimCaspiPeriod12","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 12 חודשים פיצויים","False","1"
"שדות","966","1","chkMaslulPizuimCaspiPeriod24","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 24 חודשים פיצויים","False","1"
"שדות","965","1","chkMaslulPizuimCaspiPeriod6","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 6 חודשים פיצויים","False","1"
"שדות","961","1","chkMaslulTagmulimCaspiPeriod12","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 12 חודשים תגמולים","False","1"
"שדות","963","1","chkMaslulTagmulimCaspiPeriod24","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 24 חודשים תגמולים","False","1"
"שדות","962","1","chkMaslulTagmulimCaspiPeriod6","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 6 חודשים תגמולים","False","1"
"שדות","260","1","chkMhKupa","checkbox","Check Box","investment_or_pension","קוד קופת גמל/השתלמות צקבוקס","False","1"
"שדות","120","2","chkMoneyHishtalmut","checkbox","Check Box","investment_or_pension","כספי השתלמות","False","1"
"שדות","333","1","chkMovingMaslul","checkbox","Check Box","investment_or_pension","מסלול מעביר","False","1"
"שדות","558","1","chkNameMaslul","checkbox","Check Box","investment_or_pension","שם מסלול צ'ק","False","1"
"שדות","848","1","chkPartOfEmployersPtorAttractionPizuim","checkbox","Check Box","investment_or_pension","משיכת כספי הפטור במסלול פיצויים","False","1"
"שדות","849","1","chkPartOfEmployersPtorAttractionTagmulim","checkbox","Check Box","investment_or_pension","משיכת כספי הפטור במסלול תגמולים","False","1"
"שדות","80","2","chkPensionFundCode","checkbox","Check Box","investment_or_pension","קוד קרן הפנסיה צק","False","1"
"שדות","320","1","chkPersonComponentPizuim","checkbox","Check Box","investment_or_pension","מרכיב פיצויים","False","1"
"שדות","318","1","chkPersonComponentTagmul","checkbox","Check Box","investment_or_pension","מרכיב תגמולים","False","1"
"שדות","481","1","chkPersonMaslul","checkbox","Check Box","investment_or_pension","בחירת מסלול","False","1"
"שדות","783","1","chkPersonMaslulBituah_RetireAge60","checkbox","Check Box","investment_or_pension","גיל פרישה במסלול ביטוח 60 (פנסיה)","False","1"
"שדות","784","1","chkPersonMaslulBituah_RetireAge62","checkbox","Check Box","investment_or_pension","גיל פרישה במסלול ביטוח 62 (פנסיה)","False","1"
"שדות","785","1","chkPersonMaslulBituah_RetireAge64","checkbox","Check Box","investment_or_pension","גיל פרישה במסלול ביטוח 64 (פנסיה)","False","1"
"שדות","786","1","chkPersonMaslulBituah_RetireAge67","checkbox","Check Box","investment_or_pension","גיל פרישה במסלול ביטוח 67 (פנסיה)","False","1"
"שדות","827","1","chkPersonMaslulBituahBenMugbalut","checkbox","Check Box","investment_or_pension","מסלול ביטוח לבן עם מוגבלות","False","1"
"שדות","828","1","chkPersonMaslulBituahBenMugbalut_RetireAge60","checkbox","Check Box","investment_or_pension","גיל פרישה 60","False","1"
"שדות","829","1","chkPersonMaslulBituahBenMugbalut_RetireAge62","checkbox","Check Box","investment_or_pension","גיל פרישה 62","False","1"
"שדות","830","1","chkPersonMaslulBituahBenMugbalut_RetireAge64","checkbox","Check Box","investment_or_pension","גיל פרישה 64","False","1"
"שדות","831","1","chkPersonMaslulBituahBenMugbalut_RetireAge67","checkbox","Check Box","investment_or_pension","גיל פרישה 67","False","1"
"שדות","820","1","chkPersonMaslulBituahCustom_","checkbox","Check Box","investment_or_pension","מסלול ביטוח מותאם","False","1"
"שדות","821","1","chkPersonMaslulBituahExtra_","checkbox","Check Box","investment_or_pension","מסלול ביטוח נוסף","False","1"
"שדות","976","1","chkPersonMaslulCaspiChangeMaslul_","checkbox","Check Box","investment_or_pension","בחירת מסלול לאחר בחירת מסלול כספי","False","1"
"שדות","954","1","chkPersonMaslulCaspiPeriod12","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 12 חודשים","False","1"
"שדות","956","1","chkPersonMaslulCaspiPeriod24","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 24 חודשים","False","1"
"שדות","955","1","chkPersonMaslulCaspiPeriod6","checkbox","Check Box","investment_or_pension","תקופת מסלול כספי 6 חודשים","False","1"
"שדות","364","1","chkPersonMaslulGemel_","checkbox","Check Box","investment_or_pension","","False","1"
"שדות","367","1","chkPersonMaslulGemelHafkada_","checkbox","Check Box","investment_or_pension","","False","1"
"שדות","205","1","chkPersonMaslulHishtalmot_","checkbox","Check Box","investment_or_pension","","False","1"
"שדות","199","1","chkPersonMaslulPizuim_","checkbox","Check Box","investment_or_pension","","True","2"
"שדות","220","2","chkPersonMaslulPizuim_","checkbox","Check Box","investment_or_pension","מסלול פיצויים / קוד פיצויים","True","2"
"שדות","200","1","chkPersonMaslulPizuimDefult","checkbox","Check Box","investment_or_pension","","False","1"
"שדות","975","1","chkPersonMaslulSpecificAfterBhira","checkbox","Check Box","investment_or_pension","בחירת מסלול ספציפי לאחר תקופת הבחירה","False","1"
"שדות","190","1","chkPersonMaslulTagmul_","checkbox","Check Box","investment_or_pension","","True","2"
"שדות","212","2","chkPersonMaslulTagmul_","checkbox","Check Box","investment_or_pension","מסלול תגמולים / קוד תגמולים","True","2"
"שדות","191","1","chkPersonMaslulTagmulDefult","checkbox","Check Box","investment_or_pension","","False","1"
"שדות","942","2","chkPersonMaslulTagmulMehdal_0","checkbox","Check Box","investment_or_pension","בחירת מסלול ברירת מחדל","False","1"
"שדות","347","1","chkPersonMaslulTagmulTluiGil","checkbox","Check Box","investment_or_pension","מסלול תלוי גיל","False","1"
"שדות","974","1","chkPersonMaslulTluiGilAfterBhira","checkbox","Check Box","investment_or_pension","בחירת מסלול תלוי גיל לאחר תקופת הבחירה","False","1"
"שדות","48","2","chkPhoenixPensionAndProvident","checkbox","Check Box","investment_or_pension","הפניקס פנסיה וגמל","False","1"
"שדות","49","2","chkPhoenixPensionFundsBalancedAndOld","checkbox","Check Box","investment_or_pension","הפניקס קרנות פנסיה מאוזנות וותיקות","False","1"
"שדות","501","1","chkPidyonMaslul","checkbox","Check Box","investment_or_pension","פדיון חודשי ממסלול מסוים","False","1"
"שדות","563","2","chkRetirementAgeMaslul","checkbox","Check Box","investment_or_pension","גיל פרישה במסלול(צקבוקס)","False","1"
"שדות","671","1","chkRetirementCompensation","checkbox","Check Box","investment_or_pension","פיצוי פרישה","False","1"
"שדות","282","2","chkRewardsAndCompensation","checkbox","Check Box","investment_or_pension","תגמולים ופיצוים","False","1"
"שדות","852","2","chkTaxDeductionPizuim","checkbox","Check Box","investment_or_pension","ניכוי מס מכספי פיצויים","False","1"
"שדות","801","2","chkTaxDeductionTagmul","checkbox","Check Box","investment_or_pension","ניכוי מס מכספי התגמולים","False","1"
"שדות","39","1","chkWaiverPizuimMoney","checkbox","Check Box","investment_or_pension","ויתור על כספי מרכיב פיצויים","False","1"
"שדות","422","1","chkWithoutShivukPension","checkbox","Check Box","investment_or_pension","הצטרפות ללא הליך שווק פנסיוני","False","1"
"שדות","421","1","chkWithShivukPension","checkbox","Check Box","investment_or_pension","הצטרפות במסגרת הליך שווק פנסיוני","False","1"
"שדות","799","2","chkWorkNoTagmulim","checkbox","Check Box","investment_or_pension","עובד כשכיר במקום שלא משולמים כספי תגמולים","False","1"
"שדות","759","2","chkYearPizuim_","checkbox","Check Box","investment_or_pension","יעד לפרישה פיצויים","False","1"
"שדות","758","2","chkYearTagmulim_","checkbox","Check Box","investment_or_pension","יעד לפרישה תגמולים","False","1"
"שדות","899","2","txExpensesMonthly","other","Review Manually","investment_or_pension","הוצאות חודשית","False","1"
"שדות","306","1","txtAcceptMaslul_DUPLICATED_5","text","Text Field","investment_or_pension","מסלול של הקופה המקבלת","False","1"
"שדות","307","1","txtAcceptMaslulMh","text","Text Field","investment_or_pension","מסלול של הקופה המקבלת","False","1"
"שדות","961","2","txtAcceptMaslulNameAndNumberSummary","text","Text Field","investment_or_pension","מסלול מקבל - שם ומספר","False","1"
"שדות","962","2","txtAcceptMaslulNameSummary","text","Text Field","investment_or_pension","מסלול מקבל - שם","False","1"
"שדות","963","2","txtAcceptMaslulNumberSummary","text","Text Field","investment_or_pension","מסלול מקבל - מספר","False","1"
"שדות","221","2","txtCodeMaslulPizuim_","text","Text Field","investment_or_pension","קוד מסלול פיצויים- לא לשימוש","False","1"
"שדות","213","2","txtCodeMasluTagmulim","text","Text Field","investment_or_pension","קוד מסלול תגמולים- לא לשימוש","False","1"
"שדות","920","2","txtEmployeeTagmulim","text","Text Field","investment_or_pension","תגמולי עובד","False","1"
"שדות","921","2","txtEmployerTagmulim","text","Text Field","investment_or_pension","תגמולי מעסיק","False","1"
"שדות","599","2","txtKupatHolim","text","Text Field","investment_or_pension","שם קופת חולים","False","1"
"שדות","311","2","txtManagementFeesPension","text","Text Field","investment_or_pension","דמי ניהול קרן פנסיה","False","1"
"שדות","233","1","txtMasahKupa","text","Text Field","investment_or_pension","מסך קופה","False","1"
"שדות","233","2","txtMaslulNumber_","text","Text Field","investment_or_pension","מספר מסלול","False","1"
"שדות","968","1","txtMaslulPizuimCaspiChangeMaslulName","text","Text Field","investment_or_pension","שם מסלול כספי פיצויים","False","1"
"שדות","967","1","txtMaslulPizuimCaspiChangeMaslulNumber","text","Text Field","investment_or_pension","מספר מסלול כספי פיצויים","False","1"
"שדות","969","1","txtMaslulPizuimCaspiChangeMaslulNumberAndName","text","Text Field","investment_or_pension","מספר ושם כספי פיצויים","False","1"
"שדות","971","1","txtMaslulTagmulimCaspiChangeMaslulName","text","Text Field","investment_or_pension","שם מסלול כספי תגמולים","False","1"
"שדות","970","1","txtMaslulTagmulimCaspiChangeMaslulNumber","text","Text Field","investment_or_pension","מספר מסלול כספי תגמולים","False","1"
"שדות","972","1","txtMaslulTagmulimCaspiChangeMaslulNumberAndName","text","Text Field","investment_or_pension","מספר ושם כספי תגמולים","False","1"
"שדות","263","1","txtMhKupa","text","Text Field","investment_or_pension","קוד קופת גמל/השתלמות","True","2"
"שדות","305","1","txtMhKupa","text","Text Field","investment_or_pension","מ""ה של הקופה המקבלת","True","2"
"שדות","256","1","txtMhKupaName","text","Text Field","investment_or_pension","מספר קופה","False","1"
"שדות","335","1","txtMhMovingMaslul","text","Text Field","investment_or_pension","מ""ה מסלול מעביר","False","1"
"שדות","303","1","txtMovingMaslul_DUPLICATED_(7-12)","text","Text Field","investment_or_pension","אם קיימים כמה שדות של אותה קופה מעבירה","False","1"
"שדות","302","1","txtMovingMaslul_DUPLICATED_1","text","Text Field","investment_or_pension","שם הקופה המעבירה","False","1"
"שדות","304","1","txtMovingMaslulMh","text","Text Field","investment_or_pension","מ""ה/מספר אישור של הקופה המעבירה","False","1"
"שדות","965","2","txtMovingMaslulNameAndNumberSummary","text","Text Field","investment_or_pension","מסלול מעביר - שם ומספר","False","1"
"שדות","966","2","txtMovingMaslulNameSummary","text","Text Field","investment_or_pension","מסלול מעביר - שם","False","1"
"שדות","967","2","txtMovingMaslulNumberSummary","text","Text Field","investment_or_pension","מסלול מעביר - מספר","False","1"
"שדות","555","1","txtNameMaslul","text","Text Field","investment_or_pension","שם מסלול / העברה בחלקית / /ניוד חלקי","False","1"
"שדות","222","2","txtNameMaslulPizuim_","text","Text Field","investment_or_pension","שם מסלול פיצויים","False","1"
"שדות","214","2","txtNameMaslulTagmulim_","text","Text Field","investment_or_pension","שם מסלול תגמולים","False","1"
"שדות","334","1","txtNameMovingMaslul","text","Text Field","investment_or_pension","שם מסלול של קופה מעבירה","False","1"
"שדות","737","1","txtNumberKidudpension","text","Text Field","investment_or_pension","מספר קידוד של הלקוח במוצר הפנסיוני","False","1"
"שדות","63","2","txtPensionFundCode","text","Text Field","investment_or_pension","קוד קרן הפנסיה","False","1"
"שדות","62","2","txtPensionFundName","text","Text Field","investment_or_pension","שם קרן הפנסיה","False","1"
"שדות","953","2","txtPercentageOfDepositOncePizuim_","text","Text Field","investment_or_pension","העברת צבירה מפיצויים","False","1"
"שדות","951","2","txtPercentageOfDepositOnceTagmul_","text","Text Field","investment_or_pension","העברה צבירה מתגמולים","False","1"
"שדות","954","2","txtPercentageOfDepositPizuim","text","Text Field","investment_or_pension","העברת הפקדה מפיצויים","False","1"
"שדות","224","1","txtPercentageOfDepositPizuim_","text","Text Field","investment_or_pension","אחוז הפקדה שוטפת מסלול פיצויים","False","1"
"שדות","225","1","txtPercentageOfDepositTagmul_","text","Text Field","investment_or_pension","אחוז הפקדה שוטפת מסלול תגמולים","True","2"
"שדות","952","2","txtPercentageOfDepositTagmul_","text","Text Field","investment_or_pension","העברת הפקדה מתגמולים","True","2"
"שדות","728","1","txtPercentageOfInvestmentInCompensation","text","Text Field","investment_or_pension","אחוז השקעה בפיצוים","False","1"
"שדות","239","2","txtPersonDmynihulZviraForMaslul_","text","Text Field","investment_or_pension","דמי ניהול למסלול","False","1"
"שדות","893","2","txtPersonKitzvaPensia","text","Text Field","investment_or_pension","קצבה פנסיה","False","1"
"שדות","482","2","txtPersonMaslulAmount","text","Text Field","investment_or_pension","סכום מסלול","False","1"
"שדות","960","1","txtPersonMaslulCaspiChangeMaslulCode","text","Text Field","investment_or_pension","קוד מסלול כספי","False","1"
"שדות","958","1","txtPersonMaslulCaspiChangeMaslulName","text","Text Field","investment_or_pension","שם מסלול כספי","False","1"
"שדות","957","1","txtPersonMaslulCaspiChangeMaslulNumber","text","Text Field","investment_or_pension","מספר מסלול כספי","False","1"
"שדות","959","1","txtPersonMaslulCaspiChangeMaslulNumberName","text","Text Field","investment_or_pension","מספר ושם","False","1"
"שדות","366","1","txtPersonMaslulGemelHafkadaPercent_","text","Text Field","investment_or_pension","","False","1"
"שדות","365","1","txtPersonMaslulGemelPercent_","text","Text Field","investment_or_pension","","False","1"
"שדות","343","1","txtPersonMaslulHishtalmutHafkada_","text","Text Field","investment_or_pension","מסלול להפקדות השתלמות","False","1"
"שדות","206","1","txtPersonMaslulHishtalmutHafkadaPercent_","text","Text Field","investment_or_pension","","False","1"
"שדות","973","1","txtPersonMaslulMhCaspiChangeMaslulName","text","Text Field","investment_or_pension","מ""ה מסלול כספי","False","1"
"שדות","244","2","txtPersonMaslulPercent_","text","Text Field","investment_or_pension","אחוז מסלול לקוח / שיעור אחזקה","False","1"
"שדות","201","1","txtPersonMaslulPizuimPercent_","text","Text Field","investment_or_pension","","True","2"
"שדות","223","2","txtPersonMaslulPizuimPercent_","text","Text Field","investment_or_pension","סכום הפקדה מסלול פיצויים","True","2"
"שדות","202","1","txtPersonMaslulPizuimPercentDefult","text","Text Field","investment_or_pension","","False","1"
"שדות","225","2","txtPersonMaslulSum_","text","Text Field","investment_or_pension","סכום יתרה צבורה","False","1"
"שדות","342","1","txtPersonMaslulTagmulHafkada_","text","Text Field","investment_or_pension","מסלול להפקדות גמל","False","1"
"שדות","193","1","txtPersonMaslulTagmulHafkadaPercent_","text","Text Field","investment_or_pension","","False","1"
"שדות","192","1","txtPersonMaslulTagmulPercent_","text","Text Field","investment_or_pension","","True","2"
"שדות","215","2","txtPersonMaslulTagmulPercent_","text","Text Field","investment_or_pension","אחוז הפקדה מסלול תגמולים","True","2"
"שדות","194","1","txtPersonMaslulTagmulPercentDefult","text","Text Field","investment_or_pension","","False","1"
"שדות","894","2","txtPersonPensiaEarly","text","Text Field","investment_or_pension","פנסיה מוקדמת","False","1"
"שדות","722","2","txtPizuimDeposit","text","Text Field","investment_or_pension","הפקדה פיצויים","False","1"
"שדות","556","1","txtRetirementAgeMaslul","text","Text Field","investment_or_pension","גיל פרישה במסלול","False","1"
"שדות","121","2","imgAgencyStamp","signature_or_image","Signature/Image","signatures","חותמת הסוכנות","False","1"
"שדות","68","1","imgApotFatherSignature","signature_or_image","Signature/Image","signatures","אפוטרופוס אבא-חתימה","False","1"
"שדות","50","1","imgApotSignature","signature_or_image","Signature/Image","signatures","חתימה אפוטרופוס","False","1"
"שדות","420","2","imgAuthorizedSignatureSignatureAndSeal","signature_or_image","Signature/Image","signatures","חתימת מורשה חתימה וחותמת","False","1"
"שדות","345","1","imgEmployerSignature","signature_or_image","Signature/Image","signatures","חתימת מעסיק","False","1"
"שדות","348","1","imgEmployerStamp","signature_or_image","Signature/Image","signatures","חותמת מעסיק","False","1"
"שדות","372","1","imgHotemSignature","signature_or_image","Signature/Image","signatures","חתימה+חותמת","False","1"
"שדות","579","2","imgIdentifyingOperationSignature","signature_or_image","Signature/Image","signatures","חתימת מבצע זיהוי","False","1"
"שדות","873","2","imgIdentifySignature","signature_or_image","Signature/Image","signatures","חתימת המזהה","False","1"
"שדות","444","1","imgInsureSignature","signature_or_image","Signature/Image","signatures","חתימת מבוטח","False","1"
"שדות","742","1","imgLawyerSignature","signature_or_image","Signature/Image","signatures","חתימת עורך דין","False","1"
"שדות","943","1","imgMusmahSignature","signature_or_image","Signature/Image","signatures","חתימת מוסמך לביצוע פעילות השקעה בתאגיד","False","1"
"שדות","419","2","imgNameAndSignatureAuthorizedSignature","signature_or_image","Signature/Image","signatures","שם וחתימת מורשה חתימה","False","1"
"שדות","52","1","imgOptionalApotNameAndSignatureColleage","signature_or_image","Signature/Image","signatures","שם וחתימת עמית\אפוטרופוס","False","1"
"שדות","60","1","imgOptionalApotSignature","signature_or_image","Signature/Image","signatures","חתימת אפוטרופוס","False","1"
"שדות","56","1","imgOptionalApotSignatureAndName","signature_or_image","Signature/Image","signatures","חתימה ושם אפוטרופוס","False","1"
"שדות","29","1","imgOptionalPersonSignature","signature_or_image","Signature/Image","signatures","חתימה אופציונאלית לקוח","False","1"
"שדות","41","1","imgOptionalSecondPersonSignature","signature_or_image","Signature/Image","signatures","","False","1"
"שדות","107","2","imgPersonPartnerSignature","signature_or_image","Signature/Image","signatures","חתימת שותף עסקי","False","1"
"שדות","3","1","imgPersonSignature","signature_or_image","Signature/Image","signatures","חתימת לקוח - חתימה","False","1"
"שדות","8","1","imgPersonSignatureAndStamp","signature_or_image","Signature/Image","signatures","חתימה+חותמת לקוח","False","1"
"שדות","43","2","imgPolicyOwnerSignature","signature_or_image","Signature/Image","signatures","חתימת בעל הפוליסה","False","1"
"שדות","615","2","imgRepresentativeKibbutzNameAndSignature","signature_or_image","Signature/Image","signatures","שם וחתימה נציג קיבוץ","False","1"
"שדות","34","1","imgSecondPersonSignature","signature_or_image","Signature/Image","signatures","חתימת בן זוג לקוח","False","1"
"שדות","528","1","imgSignAndstampOfemployerSignature","signature_or_image","Signature/Image","signatures","חתימת וחותמה מעסיק","False","1"
"שדות","160","2","imgSignatureExample","signature_or_image","Signature/Image","signatures","דוגמת חתימה","False","1"
"שדות","726","1","imgSignatureMakne","signature_or_image","Signature/Image","signatures","חתימת מקנה מתנה","False","1"
"שדות","720","1","imgSignatureOfClerk","signature_or_image","Signature/Image","signatures","חתימת פקיד","False","1"
"שדות","770","2","imgSignatureOfMevakesh","signature_or_image","Signature/Image","signatures","חתימת מבקש הבקשה","False","1"
"שדות","756","2","imgSignatureOfParent","signature_or_image","Signature/Image","signatures","חתימת הורה","False","1"
"שדות","434","1","imgsignatureOfthePayer","signature_or_image","Signature/Image","signatures","חתימת המשלם","False","1"
"שדות","421","2","imgSignedAuthorizedSignature","signature_or_image","Signature/Image","signatures","חתימת מורשה חתימה","False","1"
"שדות","124","2","imgStampDate","signature_or_image","Signature/Image","signatures","חותמת תאריך","False","1"
"שדות","875","2","imgVerifiesSignature","signature_or_image","Signature/Image","signatures","חתימת המאמת","False","1"
"שדות","51","1","txtApotSignatureDate","text","Text Field","signatures","תאריך חתימת אפוטרופוס","False","1"
"שדות","432","1","txtDateOfsignatureOfthePayer","text","Text Field","signatures","תאריך חתימת המשלם","False","1"
"שדות","346","1","txtEmployerSignatureDate","text","Text Field","signatures","תאריך חתימת מעסיק","True","2"
"שדות","716","1","txtEmployerSignatureDate","text","Text Field","signatures","תאריך חתימת מעסיק","True","2"
"שדות","373","1","txtFirstNameHotem","text","Text Field","signatures","שם פרטי חותם","False","1"
"שדות","577","2","txtFullNameAuthorizedSignature","text","Text Field","signatures","שם מלא מורשה חתימה","False","1"
"שדות","369","1","txtFullnameHotem","text","Text Field","signatures","שם חותם","False","1"
"שדות","371","1","txtHotemBday","text","Text Field","signatures","תאריך לידה","False","1"
"שדות","370","1","txtHotemID","text","Text Field","signatures","ת.ז.","False","1"
"שדות","578","2","txtIdentifyingOperationSignatureDate","text","Text Field","signatures","תאריך חתימה מבצע זיהוי","False","1"
"שדות","442","1","txtInsureSignatureDate","text","Text Field","signatures","תאריך חתימת המבוטח","False","1"
"שדות","377","1","txtLastNameHotem","text","Text Field","signatures","שם משפחה חותם","False","1"
"שדות","743","1","txtLawyerSignatureDate","text","Text Field","signatures","תאריך חתימת עורך דין","False","1"
"שדות","61","1","txtOptionalApotSignatureDate","text","Text Field","signatures","תאריך חתימת אפוטרופוס","False","1"
"שדות","30","1","txtOptionalPersonSignatureDate","text","Text Field","signatures","תאריך חתימה אופציונאלית לקוח","False","1"
"שדות","42","1","txtOptionalSecondPersonSignatureDate","text","Text Field","signatures","","False","1"
"שדות","108","2","txtPersonPartnerSignatureDate","text","Text Field","signatures","תאריך חתימת שותף עסקי","False","1"
"שדות","9","1","txtPersonSignatureAndStampDate","text","Text Field","signatures","תאריך חתימה וחותמת לקוח","False","1"
"שדות","4","1","txtPersonSignatureDate","text","Text Field","signatures","תאריך חתימת לקוח","False","1"
"שדות","35","1","txtSecondPersonSignatureDate","text","Text Field","signatures","תאריך חתימת בן זוג לקוח","False","1"
"שדות","529","1","txtSignAndstampOfemployerSignatureDate","text","Text Field","signatures","תאריך חתימה וחותמת מעסיק","False","1"
"שדות","747","1","txtSignatureDay","text","Text Field","signatures","יום חתימה","False","1"
"שדות","725","1","txtSignatureMakneDate","text","Text Field","signatures","תאריך חתימה מקנה מתנה","False","1"
"שדות","748","1","txtSignatureMonth","text","Text Field","signatures","חודש חתימה","False","1"
"שדות","757","2","txtSignatureOfParentDate","text","Text Field","signatures","תאריך חתימת הורה","False","1"
